date,region,product,category,channel,campaign,orders,impressions,discount_band,revenue,holiday_flag,inventory_status,incident_flag
2025-01-06,East,Smart Lamp,Home,Web,Campaign_B,71,609,medium,4886.38,0,in_stock,0
2025-01-06,East,Yoga Mat,Sports,Retail,Campaign_C,30,533,none,1437.08,0,in_stock,0
2025-01-06,North,Smart Lamp,Home,Web,Campaign_C,47,510,low,3549.89,0,in_stock,0
2025-01-07,North,Standing Desk,Furniture,Web,Campaign_B,24,555,none,15556.0,0,in_stock,0
2025-01-07,South,Standing Desk,Furniture,Web,Campaign_A,33,295,none,21735.62,0,in_stock,0
2025-01-07,South,Skincare Kit,Beauty,Web,Campaign_A,36,307,none,3758.83,0,in_stock,0
2025-01-07,North,Smart Lamp,Home,Web,Campaign_C,45,975,none,3200.55,0,in_stock,0
2025-01-07,North,Organic Bundle,Grocery,Web,Campaign_C,66,544,none,3859.38,0,in_stock,0
2025-01-07,East,Skincare Kit,Beauty,Mobile,,52,1070,none,4781.78,0,in_stock,0
2025-01-07,West,Winter Jacket,Fashion,Web,Campaign_B,44,507,medium,6976.7,0,in_stock,0
2025-01-07,West,Snack Box,Grocery,Mobile,Campaign_C,66,717,none,1321.42,0,low_stock,0
2025-01-07,West,Tablet,Electronics,Mobile,Campaign_A,61,1087,none,30641.51,0,in_stock,0
2025-01-07,East,Office Chair,Furniture,Web,Campaign_C,14,442,medium,4447.24,0,out_of_stock,0
2025-01-07,North,Headphones,Electronics,Mobile,Campaign_A,21,251,low,4278.77,0,in_stock,0
2025-01-08,South,Organic Bundle,Grocery,Web,Campaign_A,46,832,none,3166.71,0,in_stock,0
2025-01-08,South,Yoga Mat,Sports,Web,Campaign_A,60,1354,none,3373.33,0,in_stock,0
2025-01-08,North,Smart Lamp,Home,Web,Campaign_C,2,168,none,181.72,0,out_of_stock,0
2025-01-08,North,Skincare Kit,Beauty,Mobile,Campaign_B,36,891,medium,2551.15,0,in_stock,0
2025-01-08,North,Winter Jacket,Fashion,Web,Campaign_C,67,1521,high,8610.05,0,in_stock,0
2025-01-08,North,Tablet,Electronics,Mobile,Campaign_C,38,922,low,15387.63,0,in_stock,0
2025-01-08,South,Winter Jacket,Fashion,Web,Campaign_A,38,864,high,6424.74,0,in_stock,0
2025-01-08,West,Laptop,Electronics,Web,Campaign_B,28,699,high,23508.16,0,in_stock,0
2025-01-08,West,Smart Lamp,Home,Web,Campaign_A,37,668,none,3195.3,0,in_stock,0
2025-01-08,West,Running Shoes,Fashion,Web,Campaign_B,27,265,high,2575.2,0,in_stock,0
2025-01-08,East,Laptop,Electronics,Retail,Campaign_B,47,750,medium,39691.49,0,in_stock,0
2025-01-08,East,Smart Lamp,Home,Web,Campaign_A,43,348,none,3565.74,0,in_stock,0
2025-01-08,East,Dumbbell Set,Sports,Mobile,Campaign_B,51,1086,medium,5861.53,0,in_stock,0
2025-01-08,West,Organic Bundle,Grocery,Retail,Campaign_A,37,404,none,2483.74,0,in_stock,0
2025-01-09,South,Smart Lamp,Home,Mobile,Campaign_A,26,473,none,2143.65,0,in_stock,0
2025-01-09,South,Skincare Kit,Beauty,Mobile,Campaign_A,25,325,low,2812.71,0,in_stock,0
2025-01-09,South,T-Shirt,Fashion,Mobile,Campaign_A,26,329,none,1178.91,0,in_stock,0
2025-01-09,North,Laptop,Electronics,Mobile,,42,477,none,38209.37,0,in_stock,0
2025-01-09,North,Skincare Kit,Beauty,Web,,58,863,low,4147.15,0,in_stock,0
2025-01-09,North,Dumbbell Set,Sports,Web,Campaign_C,44,513,none,6717.33,0,in_stock,0
2025-01-09,West,Dumbbell Set,Sports,Mobile,Campaign_A,40,360,none,6401.05,0,in_stock,0
2025-01-09,East,Office Chair,Furniture,Mobile,Campaign_C,69,1289,none,20882.7,0,in_stock,0
2025-01-09,East,Dumbbell Set,Sports,Mobile,Campaign_A,25,515,low,3793.47,0,in_stock,0
2025-01-09,East,Skincare Kit,Beauty,Retail,,9,326,none,897.6,0,out_of_stock,0
2025-01-09,West,Coffee Pack,Grocery,Mobile,Campaign_A,13,168,none,481.85,0,in_stock,0
2025-01-10,North,Headphones,Electronics,Retail,Campaign_C,43,968,none,8607.53,0,low_stock,0
2025-01-10,South,Smart Lamp,Home,Web,Campaign_B,32,518,none,2483.59,0,in_stock,0
2025-01-10,South,Snack Box,Grocery,Web,Campaign_A,44,775,high,722.59,0,in_stock,0
2025-01-10,South,Dumbbell Set,Sports,Mobile,,36,546,high,2936.15,0,in_stock,0
2025-01-10,South,Headphones,Electronics,Web,Campaign_A,12,525,none,3250.32,0,out_of_stock,0
2025-01-10,North,Smart Lamp,Home,Retail,Campaign_A,47,740,low,4086.22,0,in_stock,0
2025-01-10,North,Snack Box,Grocery,Web,Campaign_B,56,976,none,1109.97,0,in_stock,0
2025-01-10,East,Winter Jacket,Fashion,Web,Campaign_A,14,187,low,3033.57,0,in_stock,0
2025-01-10,West,Dumbbell Set,Sports,Retail,Campaign_A,24,314,medium,3154.89,0,in_stock,0
2025-01-10,West,Skincare Kit,Beauty,Web,Campaign_A,33,824,medium,2754.29,0,in_stock,0
2025-01-10,West,Snack Box,Grocery,Web,Campaign_A,42,363,none,1000.46,0,in_stock,0
2025-01-10,East,Skincare Kit,Beauty,Web,Campaign_B,45,703,none,4687.75,0,in_stock,0
2025-01-10,East,Organic Bundle,Grocery,Web,,38,459,low,2025.69,0,in_stock,0
2025-01-10,East,Tablet,Electronics,Web,Campaign_C,62,638,medium,24001.47,0,low_stock,0
2025-01-10,West,Standing Desk,Furniture,Mobile,Campaign_A,24,309,none,16453.04,0,in_stock,0
2025-01-11,South,Standing Desk,Furniture,Retail,Campaign_C,26,357,high,10660.4,0,in_stock,0
2025-01-11,South,Smart Lamp,Home,Web,Campaign_A,64,1045,none,5214.24,0,in_stock,0
2025-01-11,South,Laptop,Electronics,Mobile,Campaign_A,69,1513,none,90288.17,0,low_stock,0
2025-01-11,South,Winter Jacket,Fashion,Mobile,Campaign_C,51,540,none,10735.77,0,in_stock,0
2025-01-11,North,Skincare Kit,Beauty,Mobile,Campaign_B,73,819,none,7576.29,0,in_stock,0
2025-01-11,North,Standing Desk,Furniture,Mobile,,35,408,high,12301.51,0,low_stock,0
2025-01-11,West,Organic Bundle,Grocery,Web,Campaign_C,83,1970,none,4917.05,0,in_stock,0
2025-01-11,West,Standing Desk,Furniture,Web,Campaign_B,65,1146,high,30603.35,0,in_stock,0
2025-01-11,West,Tablet,Electronics,Retail,Campaign_A,46,421,none,26134.0,0,in_stock,0
2025-01-11,East,Laptop,Electronics,Web,Campaign_B,27,473,none,28091.99,0,low_stock,0
2025-01-11,East,Running Shoes,Fashion,Mobile,,76,1894,none,7506.82,0,low_stock,0
2025-01-11,East,Smart Lamp,Home,Mobile,Campaign_A,71,1755,none,6917.5,0,in_stock,0
2025-01-11,West,Yoga Mat,Sports,Mobile,Campaign_A,85,2056,none,4457.56,0,in_stock,0
2025-01-12,North,Standing Desk,Furniture,Web,Campaign_B,52,505,low,31272.7,0,in_stock,0
2025-01-12,South,Office Chair,Furniture,Mobile,Campaign_B,50,681,none,20578.1,0,in_stock,0
2025-01-12,South,Headphones,Electronics,Mobile,Campaign_C,75,1791,medium,10757.19,0,in_stock,0
2025-01-12,South,Winter Jacket,Fashion,Mobile,Campaign_B,17,340,none,4123.26,0,in_stock,0
2025-01-12,South,Organic Bundle,Grocery,Mobile,Campaign_B,50,442,none,3394.16,0,in_stock,0
2025-01-12,North,Yoga Mat,Sports,Web,Campaign_B,39,313,low,2068.1,0,in_stock,0
2025-01-12,North,Smartphone,Electronics,Mobile,Campaign_B,43,944,none,31804.82,0,in_stock,0
2025-01-12,East,Headphones,Electronics,Mobile,Campaign_B,45,673,none,8399.46,0,in_stock,0
2025-01-12,West,Office Chair,Furniture,Web,Campaign_B,53,996,low,17986.96,0,in_stock,0
2025-01-12,West,Smart Lamp,Home,Web,,62,1244,low,3671.78,0,in_stock,0
2025-01-12,West,Headphones,Electronics,Mobile,Campaign_B,20,242,low,3894.77,0,in_stock,0
2025-01-12,West,Skincare Kit,Beauty,Web,Campaign_A,9,645,none,1066.12,0,out_of_stock,0
2025-01-12,East,T-Shirt,Fashion,Web,,49,1127,none,1916.44,0,in_stock,0
2025-01-12,East,Smart Lamp,Home,Web,Campaign_A,68,862,low,5687.23,0,in_stock,0
2025-01-12,East,Yoga Mat,Sports,Web,Campaign_C,60,811,none,2658.67,0,in_stock,0
2025-01-13,South,Standing Desk,Furniture,Web,,62,751,none,36990.51,0,in_stock,0
2025-01-13,South,Snack Box,Grocery,Mobile,Campaign_B,38,592,medium,683.11,0,in_stock,0
2025-01-13,South,Yoga Mat,Sports,Mobile,Campaign_A,60,749,none,3362.95,0,in_stock,0
2025-01-13,South,Skincare Kit,Beauty,Web,Campaign_B,46,907,low,4152.17,0,in_stock,0
2025-01-13,North,Smart Lamp,Home,Mobile,Campaign_B,33,472,none,2895.99,0,in_stock,0
2025-01-13,North,Running Shoes,Fashion,Web,Campaign_C,36,816,none,3865.34,0,in_stock,0
2025-01-13,North,Laptop,Electronics,Retail,Campaign_A,42,841,low,45308.38,0,in_stock,0
2025-01-13,West,T-Shirt,Fashion,Mobile,Campaign_A,52,1092,low,1960.93,0,in_stock,0
2025-01-13,West,Smart Lamp,Home,Web,Campaign_A,43,465,low,3826.43,0,in_stock,0
2025-01-13,West,Tablet,Electronics,Web,Campaign_A,48,768,none,24611.6,0,in_stock,0
2025-01-13,East,Snack Box,Grocery,Mobile,Campaign_A,55,1354,none,1267.3,0,in_stock,0
2025-01-13,East,Skincare Kit,Beauty,Mobile,Campaign_B,3,61,low,239.63,0,in_stock,0
2025-01-13,East,Standing Desk,Furniture,Mobile,,23,489,low,11093.8,0,in_stock,0
2025-01-13,North,Dumbbell Set,Sports,Web,Campaign_B,52,1139,high,5504.49,0,in_stock,0
2025-01-14,North,Skincare Kit,Beauty,Web,Campaign_B,38,570,medium,3369.76,0,in_stock,0
2025-01-14,South,Smart Lamp,Home,Retail,Campaign_A,23,381,none,2260.09,0,in_stock,0
2025-01-14,South,Winter Jacket,Fashion,Web,Campaign_B,44,1031,high,7040.13,0,in_stock,0
2025-01-14,South,Coffee Pack,Grocery,Mobile,,36,460,none,1116.06,0,in_stock,0
2025-01-14,North,Smart Lamp,Home,Web,Campaign_A,72,580,high,4172.36,0,in_stock,0
2025-01-14,South,Standing Desk,Furniture,Web,Campaign_C,7,124,medium,3321.16,0,in_stock,0
2025-01-14,West,Snack Box,Grocery,Web,Campaign_A,65,867,low,1300.42,0,in_stock,0
2025-01-14,West,Office Chair,Furniture,Mobile,Campaign_B,64,1464,low,20934.48,0,in_stock,0
2025-01-14,East,Running Shoes,Fashion,Web,,76,1475,medium,7668.51,0,in_stock,0
2025-01-14,East,Smart Lamp,Home,Web,Campaign_B,45,387,none,3346.14,0,in_stock,0
2025-01-14,East,Skincare Kit,Beauty,Web,Campaign_C,45,478,none,3960.43,0,in_stock,0
2025-01-14,North,Dumbbell Set,Sports,Mobile,Campaign_B,28,428,none,3787.47,0,low_stock,0
2025-01-15,South,Tablet,Electronics,Retail,Campaign_B,9,765,medium,4161.23,1,out_of_stock,0
2025-01-15,South,Skincare Kit,Beauty,Web,Campaign_A,30,346,none,3462.39,1,in_stock,0
2025-01-15,South,Dumbbell Set,Sports,Web,Campaign_C,43,677,none,5591.17,1,in_stock,0
2025-01-15,North,Smart Lamp,Home,Mobile,Campaign_B,12,194,low,821.74,1,in_stock,0
2025-01-15,North,Snack Box,Grocery,Mobile,Campaign_A,18,1454,none,463.84,1,out_of_stock,0
2025-01-15,South,T-Shirt,Fashion,Web,Campaign_C,33,438,none,1211.11,1,in_stock,0
2025-01-15,West,T-Shirt,Fashion,Mobile,Campaign_B,74,734,low,2502.66,1,in_stock,0
2025-01-15,West,Standing Desk,Furniture,Retail,Campaign_B,48,666,medium,22938.65,1,in_stock,0
2025-01-15,East,Coffee Pack,Grocery,Web,Campaign_B,66,699,none,2363.38,1,in_stock,0
2025-01-15,East,Winter Jacket,Fashion,Web,,22,439,low,3999.71,1,in_stock,0
2025-01-15,East,Skincare Kit,Beauty,Web,Campaign_A,46,896,none,5153.09,1,in_stock,0
2025-01-15,North,Skincare Kit,Beauty,Retail,Campaign_C,24,371,none,2272.08,1,in_stock,0
2025-01-16,South,Skincare Kit,Beauty,Web,Campaign_A,27,501,medium,2512.04,0,low_stock,0
2025-01-16,South,Standing Desk,Furniture,Web,Campaign_C,45,808,high,19698.22,0,in_stock,0
2025-01-16,South,Dumbbell Set,Sports,Web,Campaign_A,50,920,none,7552.88,0,in_stock,0
2025-01-16,North,Yoga Mat,Sports,Retail,Campaign_A,33,357,none,2109.01,0,in_stock,0
2025-01-16,North,Snack Box,Grocery,Mobile,Campaign_C,17,346,none,351.94,0,in_stock,0
2025-01-16,West,Laptop,Electronics,Mobile,Campaign_A,57,668,medium,56891.03,0,in_stock,0
2025-01-16,West,Snack Box,Grocery,Web,Campaign_C,57,757,low,894.08,0,in_stock,0
2025-01-16,East,Skincare Kit,Beauty,Mobile,Campaign_B,41,417,none,4145.74,0,in_stock,0
2025-01-16,East,Laptop,Electronics,Web,Campaign_A,33,287,medium,34757.45,0,in_stock,0
2025-01-16,East,Smart Lamp,Home,Web,Campaign_C,21,429,none,1538.73,0,low_stock,0
2025-01-16,East,Winter Jacket,Fashion,Retail,Campaign_C,26,341,none,5606.72,0,in_stock,0
2025-01-16,West,Dumbbell Set,Sports,Retail,Campaign_B,44,1026,none,6460.53,0,low_stock,0
2025-01-17,North,Office Chair,Furniture,Mobile,Campaign_C,31,283,none,10640.64,0,in_stock,0
2025-01-17,South,Snack Box,Grocery,Mobile,Campaign_B,34,517,none,700.82,0,in_stock,0
2025-01-17,North,Snack Box,Grocery,Web,Campaign_C,23,369,medium,354.81,0,in_stock,0
2025-01-17,North,Tablet,Electronics,Retail,Campaign_B,32,480,medium,12873.65,0,in_stock,0
2025-01-17,South,Running Shoes,Fashion,Web,Campaign_B,56,574,medium,6370.22,0,in_stock,0
2025-01-17,West,Running Shoes,Fashion,Web,Campaign_A,47,830,none,6492.33,0,in_stock,0
2025-01-17,East,Running Shoes,Fashion,Mobile,Campaign_C,28,645,none,3535.22,0,in_stock,0
2025-01-17,East,Skincare Kit,Beauty,Retail,Campaign_B,32,344,none,3039.15,0,in_stock,0
2025-01-17,East,Coffee Pack,Grocery,Web,Campaign_B,54,694,none,1536.92,0,in_stock,0
2025-01-17,West,Coffee Pack,Grocery,Web,Campaign_A,40,464,none,1517.66,0,in_stock,0
2025-01-18,South,Office Chair,Furniture,Web,Campaign_A,79,1487,none,31683.18,0,in_stock,0
2025-01-18,South,Skincare Kit,Beauty,Mobile,Campaign_A,79,1556,low,8493.12,0,in_stock,0
2025-01-18,South,Smart Lamp,Home,Retail,Campaign_A,35,394,none,3321.68,0,in_stock,0
2025-01-18,North,Laptop,Electronics,Web,Campaign_B,91,1693,low,94467.47,0,in_stock,0
2025-01-18,North,Standing Desk,Furniture,Web,Campaign_A,68,627,none,48961.89,0,low_stock,0
2025-01-18,North,Smart Lamp,Home,Web,Campaign_A,68,549,none,6729.07,0,in_stock,0
2025-01-18,North,Skincare Kit,Beauty,Mobile,Campaign_B,35,677,medium,2861.15,0,in_stock,0
2025-01-18,South,Winter Jacket,Fashion,Mobile,Campaign_C,45,408,low,8510.74,0,in_stock,0
2025-01-18,West,Yoga Mat,Sports,Web,Campaign_B,32,674,medium,1433.56,0,in_stock,0
2025-01-18,West,T-Shirt,Fashion,Mobile,Campaign_A,19,314,medium,704.68,0,in_stock,0
2025-01-18,West,Organic Bundle,Grocery,Mobile,Campaign_A,38,758,none,2868.88,0,in_stock,0
2025-01-18,East,Dumbbell Set,Sports,Web,Campaign_B,17,1403,medium,2128.04,0,out_of_stock,0
2025-01-18,East,Running Shoes,Fashion,Mobile,Campaign_C,67,1264,none,7165.38,0,low_stock,0
2025-01-18,East,Office Chair,Furniture,Web,Campaign_C,54,839,none,17768.71,0,in_stock,0
2025-01-18,West,Standing Desk,Furniture,Retail,Campaign_A,37,472,high,17361.98,0,in_stock,0
2025-01-19,South,Skincare Kit,Beauty,Web,Campaign_A,42,988,none,5024.87,0,in_stock,0
2025-01-19,South,Snack Box,Grocery,Web,Campaign_A,59,1302,none,1377.03,0,in_stock,0
2025-01-19,South,T-Shirt,Fashion,Web,Campaign_B,65,805,none,2756.54,0,in_stock,0
2025-01-19,South,Headphones,Electronics,Web,Campaign_B,22,222,none,4573.69,0,in_stock,0
2025-01-19,North,Standing Desk,Furniture,Mobile,Campaign_B,57,690,medium,30350.86,0,in_stock,0
2025-01-19,North,Tablet,Electronics,Retail,Campaign_A,29,532,low,13732.78,0,in_stock,0
2025-01-19,North,Winter Jacket,Fashion,Mobile,Campaign_A,36,292,none,8118.57,0,in_stock,0
2025-01-19,West,Dumbbell Set,Sports,Web,Campaign_B,5,111,none,790.91,0,in_stock,0
2025-01-19,West,Skincare Kit,Beauty,Web,Campaign_A,38,517,none,3721.19,0,in_stock,0
2025-01-19,West,Laptop,Electronics,Web,Campaign_A,47,1028,medium,46543.84,0,in_stock,0
2025-01-19,East,Skincare Kit,Beauty,Web,Campaign_A,48,966,high,3690.7,0,in_stock,0
2025-01-19,East,Office Chair,Furniture,Retail,Campaign_A,73,1344,none,29573.27,0,in_stock,0
2025-01-19,East,T-Shirt,Fashion,Web,Campaign_B,58,851,none,2287.53,0,in_stock,0
2025-01-19,West,Running Shoes,Fashion,Mobile,Campaign_B,51,715,low,6055.52,0,in_stock,0
2025-01-20,North,Snack Box,Grocery,Web,Campaign_A,30,361,none,648.71,0,in_stock,0
2025-01-20,South,Smart Lamp,Home,Retail,Campaign_A,54,1037,low,4919.36,0,in_stock,0
2025-01-20,South,Tablet,Electronics,Mobile,Campaign_A,50,670,none,25133.23,0,in_stock,0
2025-01-20,South,T-Shirt,Fashion,Mobile,Campaign_A,17,301,none,691.34,0,in_stock,0
2025-01-20,North,Laptop,Electronics,Mobile,Campaign_B,47,683,low,51364.38,0,in_stock,0
2025-01-20,East,Skincare Kit,Beauty,Mobile,Campaign_C,22,289,none,2016.84,0,in_stock,0
2025-01-20,West,Tablet,Electronics,Web,,42,909,low,15476.47,0,low_stock,0
2025-01-20,West,Skincare Kit,Beauty,Web,Campaign_B,51,803,high,3382.1,0,in_stock,0
2025-01-20,East,Snack Box,Grocery,Web,Campaign_C,39,949,low,609.36,0,low_stock,0
2025-01-20,North,Dumbbell Set,Sports,Retail,Campaign_A,43,576,none,8040.75,0,in_stock,0
2025-01-21,South,Skincare Kit,Beauty,Web,Campaign_C,31,427,none,2568.87,0,in_stock,0
2025-01-21,South,Coffee Pack,Grocery,Retail,,29,702,medium,687.4,0,in_stock,0
2025-01-21,North,Headphones,Electronics,Mobile,Campaign_B,18,1151,none,3563.15,0,out_of_stock,0
2025-01-21,North,Standing Desk,Furniture,Web,Campaign_C,10,634,low,6140.18,0,out_of_stock,0
2025-01-21,North,Smart Lamp,Home,Web,Campaign_A,20,374,high,1252.93,0,in_stock,0
2025-01-21,South,Smart Lamp,Home,Mobile,Campaign_A,30,383,none,2801.97,0,low_stock,0
2025-01-21,West,T-Shirt,Fashion,Mobile,Campaign_A,31,413,high,996.24,0,in_stock,0
2025-01-21,West,Smart Lamp,Home,Web,Campaign_B,57,668,low,3760.42,0,in_stock,0
2025-01-21,West,Laptop,Electronics,Mobile,Campaign_C,58,1071,none,56628.3,0,in_stock,0
2025-01-21,East,Snack Box,Grocery,Retail,Campaign_C,46,943,none,822.94,0,in_stock,0
2025-01-21,East,Smart Lamp,Home,Mobile,Campaign_B,31,260,none,2751.99,0,in_stock,0
2025-01-21,North,Running Shoes,Fashion,Retail,Campaign_C,17,412,low,1671.47,0,in_stock,0
2025-01-22,South,Skincare Kit,Beauty,Web,Campaign_B,34,290,medium,2921.6,0,low_stock,0
2025-01-22,South,Smart Lamp,Home,Retail,Campaign_B,9,687,low,678.1,0,out_of_stock,0
2025-01-22,South,Office Chair,Furniture,Web,Campaign_A,60,761,none,26280.03,0,in_stock,0
2025-01-22,North,Skincare Kit,Beauty,Web,Campaign_C,63,902,medium,4111.06,0,in_stock,0
2025-01-22,North,Smart Lamp,Home,Mobile,Campaign_A,22,415,none,1823.74,0,in_stock,0
2025-01-22,West,Yoga Mat,Sports,Web,Campaign_A,37,439,medium,1953.2,0,in_stock,0
2025-01-22,West,Standing Desk,Furniture,Web,Campaign_A,56,644,none,43698.15,0,in_stock,0
2025-01-22,West,Skincare Kit,Beauty,Web,,20,201,high,1267.29,0,in_stock,0
2025-01-22,East,T-Shirt,Fashion,Web,Campaign_A,39,843,low,1703.68,0,in_stock,0
2025-01-22,East,Tablet,Electronics,Mobile,Campaign_A,32,460,high,11611.51,0,in_stock,0
