date,region,product,category,channel,campaign,inventory_status,discount_band,holiday_flag,incident_flag,revenue,orders,impressions,avg_order_value,conversion_rate
2025-01-04,South,Running Shoes,Fashion,Mobile,Campaign_A,in_stock,none,0,0,3797.6,29,613,130.95,4.7308
2025-01-04,North,Coffee Pack,Grocery,Web,Campaign_A,in_stock,none,0,0,1434.29,44,714,32.6,6.1625
2025-01-04,North,Skincare Kit,Beauty,Web,Campaign_B,low_stock,low,0,0,5108.42,56,1367,91.22,4.0966
2025-01-04,North,Running Shoes,Fashion,Mobile,Unknown,in_stock,low,0,0,4109.45,40,338,102.74,11.8343
2025-01-04,South,Organic Bundle,Grocery,Web,Campaign_B,in_stock,low,0,0,1905.26,32,358,59.54,8.9385
2025-01-04,East,Winter Jacket,Fashion,Mobile,Campaign_B,in_stock,none,0,0,16548.06,69,846,239.83,8.156
2025-01-04,East,Skincare Kit,Beauty,Web,Campaign_B,in_stock,low,0,0,4814.77,48,389,100.31,12.3393
2025-01-05,West,Snack Box,Grocery,Web,Unknown,in_stock,none,0,0,528.41,29,631,18.22,4.5959
2025-01-05,West,Smart Lamp,Home,Retail,Campaign_A,in_stock,none,0,0,1873.35,22,428,85.15,5.1402
2025-01-05,West,Running Shoes,Fashion,Web,Campaign_A,in_stock,none,0,0,6515.23,46,805,141.64,5.7143
2025-01-05,South,Smart Lamp,Home,Mobile,Campaign_A,in_stock,high,0,0,3081.5,52,672,59.26,7.7381
2025-01-05,South,Skincare Kit,Beauty,Web,Campaign_A,in_stock,medium,0,0,5774.65,68,606,84.92,11.2211
2025-01-05,West,Tablet,Electronics,Mobile,Campaign_A,in_stock,medium,0,0,30929.27,75,939,412.39,7.9872
2025-01-05,North,Smart Lamp,Home,Web,Campaign_A,in_stock,low,0,0,3031.84,33,743,91.87,4.4415
2025-01-05,North,Skincare Kit,Beauty,Web,Campaign_C,in_stock,none,0,0,5946.96,63,1341,94.4,4.698
2025-01-05,North,Organic Bundle,Grocery,Web,Campaign_B,in_stock,medium,0,0,1810.66,38,772,47.65,4.9223
2025-01-05,East,Standing Desk,Furniture,Web,Campaign_C,in_stock,low,0,0,32196.43,61,1221,527.81,4.9959
2025-01-05,East,Dumbbell Set,Sports,Web,Campaign_A,in_stock,medium,0,0,6193.21,41,761,151.05,5.3876
2025-01-05,North,Tablet,Electronics,Mobile,Campaign_C,out_of_stock,none,0,0,5980.06,13,1054,460.0,1.2334
2025-01-06,West,Tablet,Electronics,Mobile,Campaign_B,in_stock,low,0,0,6435.45,16,328,402.22,4.878
2025-01-06,West,Smart Lamp,Home,Web,Campaign_B,in_stock,medium,0,0,4405.12,66,1159,66.74,5.6946
2025-01-06,South,Winter Jacket,Fashion,Web,Unknown,in_stock,medium,0,0,7979.63,46,834,173.47,5.5156
2025-01-06,South,Standing Desk,Furniture,Web,Campaign_B,in_stock,high,0,0,20497.39,44,776,465.85,5.6701
2025-01-06,South,Skincare Kit,Beauty,Web,Unknown,in_stock,low,0,0,3719.53,48,804,77.49,5.9701
2025-01-06,North,Smart Lamp,Home,Web,Campaign_C,in_stock,low,0,0,3549.89,47,510,75.53,9.2157
2025-01-06,North,Skincare Kit,Beauty,Retail,Campaign_A,in_stock,low,0,0,4147.49,45,1029,92.17,4.3732
2025-01-06,East,Yoga Mat,Sports,Retail,Campaign_C,in_stock,none,0,0,1437.08,30,533,47.9,5.6285
2025-01-06,East,Smart Lamp,Home,Web,Campaign_B,in_stock,medium,0,0,4886.38,71,609,68.82,11.6585
2025-01-06,East,Running Shoes,Fashion,Web,Campaign_A,low_stock,none,0,0,1753.83,11,221,159.44,4.9774
2025-01-06,South,Headphones,Electronics,Web,Campaign_A,in_stock,none,0,0,5745.08,25,235,229.8,10.6383
2025-01-07,South,Standing Desk,Furniture,Web,Campaign_A,in_stock,none,0,0,21735.62,33,295,658.66,11.1864
2025-01-07,West,Winter Jacket,Fashion,Web,Campaign_B,in_stock,medium,0,0,6976.7,44,507,158.56,8.6785
2025-01-07,West,Tablet,Electronics,Mobile,Campaign_A,in_stock,none,0,0,30641.51,61,1087,502.32,5.6118
2025-01-07,West,Snack Box,Grocery,Mobile,Campaign_C,low_stock,none,0,0,1321.42,66,717,20.02,9.205
2025-01-07,South,Skincare Kit,Beauty,Web,Campaign_A,in_stock,none,0,0,3758.83,36,307,104.41,11.7264
2025-01-07,East,Office Chair,Furniture,Web,Campaign_C,out_of_stock,medium,0,0,4447.24,14,442,317.66,3.1674
2025-01-07,North,Smart Lamp,Home,Web,Campaign_C,in_stock,none,0,0,3200.55,45,975,71.12,4.6154
2025-01-07,North,Organic Bundle,Grocery,Web,Campaign_C,in_stock,none,0,0,3859.38,66,544,58.48,12.1324
2025-01-07,North,Headphones,Electronics,Mobile,Campaign_A,in_stock,low,0,0,4278.77,21,251,203.75,8.3665
2025-01-07,East,Skincare Kit,Beauty,Mobile,Unknown,in_stock,none,0,0,4781.78,52,1070,91.96,4.8598
2025-01-07,North,Standing Desk,Furniture,Web,Campaign_B,in_stock,none,0,0,15556.0,24,555,648.17,4.3243
2025-01-08,West,Running Shoes,Fashion,Web,Campaign_B,in_stock,high,0,0,2575.2,27,265,95.38,10.1887
2025-01-08,West,Organic Bundle,Grocery,Retail,Campaign_A,in_stock,none,0,0,2483.74,37,404,67.13,9.1584
2025-01-08,West,Laptop,Electronics,Web,Campaign_B,in_stock,high,0,0,23508.16,28,699,839.58,4.0057
2025-01-08,South,Yoga Mat,Sports,Web,Campaign_A,in_stock,none,0,0,3373.33,60,1354,56.22,4.4313
2025-01-08,South,Winter Jacket,Fashion,Web,Campaign_A,in_stock,high,0,0,6424.74,38,864,169.07,4.3981
2025-01-08,South,Organic Bundle,Grocery,Web,Campaign_A,in_stock,none,0,0,3166.71,46,832,68.84,5.5288
2025-01-08,West,Smart Lamp,Home,Web,Campaign_A,in_stock,none,0,0,3195.3,37,668,86.36,5.5389
2025-01-08,North,Tablet,Electronics,Mobile,Campaign_C,in_stock,low,0,0,15387.63,38,922,404.94,4.1215
2025-01-08,North,Smart Lamp,Home,Web,Campaign_C,out_of_stock,none,0,0,181.72,2,168,90.86,1.1905
2025-01-08,North,Skincare Kit,Beauty,Mobile,Campaign_B,in_stock,medium,0,0,2551.15,36,891,70.87,4.0404
2025-01-08,East,Smart Lamp,Home,Web,Campaign_A,in_stock,none,0,0,3565.74,43,348,82.92,12.3563
2025-01-08,East,Laptop,Electronics,Retail,Campaign_B,in_stock,medium,0,0,39691.49,47,750,844.5,6.2667
2025-01-08,East,Dumbbell Set,Sports,Mobile,Campaign_B,in_stock,medium,0,0,5861.53,51,1086,114.93,4.6961
2025-01-08,North,Winter Jacket,Fashion,Web,Campaign_C,in_stock,high,0,0,8610.05,67,1521,128.51,4.405
2025-01-09,West,Dumbbell Set,Sports,Mobile,Campaign_A,in_stock,none,0,0,6401.05,40,360,160.03,11.1111
2025-01-09,West,Coffee Pack,Grocery,Mobile,Campaign_A,in_stock,none,0,0,481.85,13,168,37.07,7.7381
2025-01-09,South,T-Shirt,Fashion,Mobile,Campaign_A,in_stock,none,0,0,1178.91,26,329,45.34,7.9027
2025-01-09,South,Smart Lamp,Home,Mobile,Campaign_A,in_stock,none,0,0,2143.65,26,473,82.45,5.4968
2025-01-09,South,Skincare Kit,Beauty,Mobile,Campaign_A,in_stock,low,0,0,2812.71,25,325,112.51,7.6923
2025-01-09,North,Skincare Kit,Beauty,Web,Unknown,in_stock,low,0,0,4147.15,58,863,71.5,6.7207
2025-01-09,North,Dumbbell Set,Sports,Web,Campaign_C,in_stock,none,0,0,6717.33,44,513,152.67,8.577
2025-01-09,East,Skincare Kit,Beauty,Retail,Unknown,out_of_stock,none,0,0,897.6,9,326,99.73,2.7607
2025-01-09,East,Office Chair,Furniture,Mobile,Campaign_C,in_stock,none,0,0,20882.7,69,1289,302.65,5.353
2025-01-09,East,Dumbbell Set,Sports,Mobile,Campaign_A,in_stock,low,0,0,3793.47,25,515,151.74,4.8544
2025-01-09,North,Laptop,Electronics,Mobile,Unknown,in_stock,none,0,0,38209.37,42,477,909.75,8.805
2025-01-10,South,Smart Lamp,Home,Web,Campaign_B,in_stock,none,0,0,2483.59,32,518,77.61,6.1776
2025-01-10,West,Snack Box,Grocery,Web,Campaign_A,in_stock,none,0,0,1000.46,42,363,23.82,11.5702
2025-01-10,West,Skincare Kit,Beauty,Web,Campaign_A,in_stock,medium,0,0,2754.29,33,824,83.46,4.0049
2025-01-10,West,Standing Desk,Furniture,Mobile,Campaign_A,in_stock,none,0,0,16453.04,24,309,685.54,7.767
2025-01-10,West,Dumbbell Set,Sports,Retail,Campaign_A,in_stock,medium,0,0,3154.89,24,314,131.45,7.6433
2025-01-10,South,Snack Box,Grocery,Web,Campaign_A,in_stock,high,0,0,722.59,44,775,16.42,5.6774
2025-01-10,South,Headphones,Electronics,Web,Campaign_A,out_of_stock,none,0,0,3250.32,12,525,270.86,2.2857
2025-01-10,East,Tablet,Electronics,Web,Campaign_C,low_stock,medium,0,0,24001.47,62,638,387.12,9.7179
2025-01-10,North,Snack Box,Grocery,Web,Campaign_B,in_stock,none,0,0,1109.97,56,976,19.82,5.7377
2025-01-10,North,Smart Lamp,Home,Retail,Campaign_A,in_stock,low,0,0,4086.22,47,740,86.94,6.3514
2025-01-10,North,Headphones,Electronics,Retail,Campaign_C,low_stock,none,0,0,8607.53,43,968,200.18,4.4421
2025-01-10,East,Winter Jacket,Fashion,Web,Campaign_A,in_stock,low,0,0,3033.57,14,187,216.68,7.4866
2025-01-10,East,Skincare Kit,Beauty,Web,Campaign_B,in_stock,none,0,0,4687.75,45,703,104.17,6.4011
2025-01-10,East,Organic Bundle,Grocery,Web,Unknown,in_stock,low,0,0,2025.69,38,459,53.31,8.2789
2025-01-10,South,Dumbbell Set,Sports,Mobile,Unknown,in_stock,high,0,0,2936.15,36,546,81.56,6.5934
2025-01-11,West,Yoga Mat,Sports,Mobile,Campaign_A,in_stock,none,0,0,4457.56,85,2056,52.44,4.1342
2025-01-11,West,Tablet,Electronics,Retail,Campaign_A,in_stock,none,0,0,26134.0,46,421,568.13,10.9264
2025-01-11,West,Standing Desk,Furniture,Web,Campaign_B,in_stock,high,0,0,30603.35,65,1146,470.82,5.6719
2025-01-11,West,Organic Bundle,Grocery,Web,Campaign_C,in_stock,none,0,0,4917.05,83,1970,59.24,4.2132
2025-01-11,South,Winter Jacket,Fashion,Mobile,Campaign_C,in_stock,none,0,0,10735.77,51,540,210.51,9.4444
2025-01-11,South,Standing Desk,Furniture,Retail,Campaign_C,in_stock,high,0,0,10660.4,26,357,410.02,7.2829
2025-01-11,South,Smart Lamp,Home,Web,Campaign_A,in_stock,none,0,0,5214.24,64,1045,81.47,6.1244
2025-01-11,North,Standing Desk,Furniture,Mobile,Unknown,low_stock,high,0,0,12301.51,35,408,351.47,8.5784
2025-01-11,North,Skincare Kit,Beauty,Mobile,Campaign_B,in_stock,none,0,0,7576.29,73,819,103.78,8.9133
2025-01-11,East,Smart Lamp,Home,Mobile,Campaign_A,in_stock,none,0,0,6917.5,71,1755,97.43,4.0456
2025-01-11,East,Running Shoes,Fashion,Mobile,Unknown,low_stock,none,0,0,7506.82,76,1894,98.77,4.0127
2025-01-11,East,Laptop,Electronics,Web,Campaign_B,low_stock,none,0,0,28091.99,27,473,1040.44,5.7082
2025-01-11,South,Laptop,Electronics,Mobile,Campaign_A,low_stock,none,0,0,90288.17,69,1513,1308.52,4.5605
2025-01-12,South,Organic Bundle,Grocery,Mobile,Campaign_B,in_stock,none,0,0,3394.16,50,442,67.88,11.3122
2025-01-12,West,Smart Lamp,Home,Web,Unknown,in_stock,low,0,0,3671.78,62,1244,59.22,4.9839
2025-01-12,West,Skincare Kit,Beauty,Web,Campaign_A,out_of_stock,none,0,0,1066.12,9,645,118.46,1.3953
2025-01-12,West,Office Chair,Furniture,Web,Campaign_B,in_stock,low,0,0,17986.96,53,996,339.38,5.3213
2025-01-12,West,Headphones,Electronics,Mobile,Campaign_B,in_stock,low,0,0,3894.77,20,242,194.74,8.2645
2025-01-12,South,Winter Jacket,Fashion,Mobile,Campaign_B,in_stock,none,0,0,4123.26,17,340,242.54,5.0
2025-01-12,South,Office Chair,Furniture,Mobile,Campaign_B,in_stock,none,0,0,20578.1,50,681,411.56,7.3421
2025-01-12,East,Yoga Mat,Sports,Web,Campaign_C,in_stock,none,0,0,2658.67,60,811,44.31,7.3983
2025-01-12,North,Yoga Mat,Sports,Web,Campaign_B,in_stock,low,0,0,2068.1,39,313,53.03,12.4601
2025-01-12,North,Standing Desk,Furniture,Web,Campaign_B,in_stock,low,0,0,31272.7,52,505,601.4,10.297
2025-01-12,North,Smartphone,Electronics,Mobile,Campaign_B,in_stock,none,0,0,31804.82,43,944,739.65,4.5551
2025-01-12,South,Headphones,Electronics,Mobile,Campaign_C,in_stock,medium,0,0,10757.19,75,1791,143.43,4.1876
2025-01-12,East,T-Shirt,Fashion,Web,Unknown,in_stock,none,0,0,1916.44,49,1127,39.11,4.3478
2025-01-12,East,Smart Lamp,Home,Web,Campaign_A,in_stock,low,0,0,5687.23,68,862,83.64,7.8886
2025-01-12,East,Headphones,Electronics,Mobile,Campaign_B,in_stock,none,0,0,8399.46,45,673,186.65,6.6865
2025-01-13,West,Tablet,Electronics,Web,Campaign_A,in_stock,none,0,0,24611.6,48,768,512.74,6.25
2025-01-13,West,T-Shirt,Fashion,Mobile,Campaign_A,in_stock,low,0,0,1960.93,52,1092,37.71,4.7619
2025-01-13,West,Smart Lamp,Home,Web,Campaign_A,in_stock,low,0,0,3826.43,43,465,88.99,9.2473
2025-01-13,South,Yoga Mat,Sports,Mobile,Campaign_A,in_stock,none,0,0,3362.95,60,749,56.05,8.0107
2025-01-13,South,Standing Desk,Furniture,Web,Unknown,in_stock,none,0,0,36990.51,62,751,596.62,8.2557
2025-01-13,South,Snack Box,Grocery,Mobile,Campaign_B,in_stock,medium,0,0,683.11,38,592,17.98,6.4189
2025-01-13,South,Skincare Kit,Beauty,Web,Campaign_B,in_stock,low,0,0,4152.17,46,907,90.26,5.0717
2025-01-13,North,Running Shoes,Fashion,Web,Campaign_C,in_stock,none,0,0,3865.34,36,816,107.37,4.4118
2025-01-13,North,Laptop,Electronics,Retail,Campaign_A,in_stock,low,0,0,45308.38,42,841,1078.77,4.9941
2025-01-13,North,Dumbbell Set,Sports,Web,Campaign_B,in_stock,high,0,0,5504.49,52,1139,105.86,4.5654
2025-01-13,East,Standing Desk,Furniture,Mobile,Unknown,in_stock,low,0,0,11093.8,23,489,482.34,4.7035
2025-01-13,East,Snack Box,Grocery,Mobile,Campaign_A,in_stock,none,0,0,1267.3,55,1354,23.04,4.062
2025-01-13,East,Skincare Kit,Beauty,Mobile,Campaign_B,in_stock,low,0,0,239.63,3,61,79.88,4.918
2025-01-13,North,Smart Lamp,Home,Mobile,Campaign_B,in_stock,none,0,0,2895.99,33,472,87.76,6.9915
2025-01-14,South,Smart Lamp,Home,Retail,Campaign_A,in_stock,none,0,0,2260.09,23,381,98.26,6.0367
2025-01-14,West,Snack Box,Grocery,Web,Campaign_A,in_stock,low,0,0,1300.42,65,867,20.01,7.4971
2025-01-14,West,Office Chair,Furniture,Mobile,Campaign_B,in_stock,low,0,0,20934.48,64,1464,327.1,4.3716
2025-01-14,South,Standing Desk,Furniture,Web,Campaign_C,in_stock,medium,0,0,3321.16,7,124,474.45,5.6452
2025-01-14,South,Coffee Pack,Grocery,Mobile,Unknown,in_stock,none,0,0,1116.06,36,460,31.0,7.8261
2025-01-14,South,Winter Jacket,Fashion,Web,Campaign_B,in_stock,high,0,0,7040.13,44,1031,160.0,4.2677
2025-01-14,North,Skincare Kit,Beauty,Web,Campaign_B,in_stock,medium,0,0,3369.76,38,570,88.68,6.6667
2025-01-14,North,Dumbbell Set,Sports,Mobile,Campaign_B,low_stock,none,0,0,3787.47,28,428,135.27,6.5421
2025-01-14,East,Smart Lamp,Home,Web,Campaign_B,in_stock,none,0,0,3346.14,45,387,74.36,11.6279
2025-01-14,East,Skincare Kit,Beauty,Web,Campaign_C,in_stock,none,0,0,3960.43,45,478,88.01,9.4142
2025-01-14,East,Running Shoes,Fashion,Web,Unknown,in_stock,medium,0,0,7668.51,76,1475,100.9,5.1525
2025-01-14,North,Smart Lamp,Home,Web,Campaign_A,in_stock,high,0,0,4172.36,72,580,57.95,12.4138
2025-01-15,West,T-Shirt,Fashion,Mobile,Campaign_B,in_stock,low,1,0,2502.66,74,734,33.82,10.0817
2025-01-15,South,Tablet,Electronics,Retail,Campaign_B,out_of_stock,medium,1,0,4161.23,9,765,462.36,1.1765
2025-01-15,South,T-Shirt,Fashion,Web,Campaign_C,in_stock,none,1,0,1211.11,33,438,36.7,7.5342
2025-01-15,South,Skincare Kit,Beauty,Web,Campaign_A,in_stock,none,1,0,3462.39,30,346,115.41,8.6705
2025-01-15,South,Dumbbell Set,Sports,Web,Campaign_C,in_stock,none,1,0,5591.17,43,677,130.03,6.3516
2025-01-15,West,Standing Desk,Furniture,Retail,Campaign_B,in_stock,medium,1,0,22938.65,48,666,477.89,7.2072
2025-01-15,North,Smart Lamp,Home,Mobile,Campaign_B,in_stock,low,1,0,821.74,12,194,68.48,6.1856
2025-01-15,North,Skincare Kit,Beauty,Retail,Campaign_C,in_stock,none,1,0,2272.08,24,371,94.67,6.469
2025-01-15,East,Winter Jacket,Fashion,Web,Unknown,in_stock,low,1,0,3999.71,22,439,181.8,5.0114
2025-01-15,East,Skincare Kit,Beauty,Web,Campaign_A,in_stock,none,1,0,5153.09,46,896,112.02,5.1339
2025-01-15,East,Coffee Pack,Grocery,Web,Campaign_B,in_stock,none,1,0,2363.38,66,699,35.81,9.4421
2025-01-15,North,Snack Box,Grocery,Mobile,Campaign_A,out_of_stock,none,1,0,463.84,18,1454,25.77,1.238
2025-01-16,West,Snack Box,Grocery,Web,Campaign_C,in_stock,low,0,0,894.08,57,757,15.69,7.5297
2025-01-16,West,Laptop,Electronics,Mobile,Campaign_A,in_stock,medium,0,0,56891.03,57,668,998.09,8.5329
2025-01-16,West,Dumbbell Set,Sports,Retail,Campaign_B,low_stock,none,0,0,6460.53,44,1026,146.83,4.2885
2025-01-16,South,Standing Desk,Furniture,Web,Campaign_C,in_stock,high,0,0,19698.22,45,808,437.74,5.5693
2025-01-16,South,Skincare Kit,Beauty,Web,Campaign_A,low_stock,medium,0,0,2512.04,27,501,93.04,5.3892
2025-01-16,South,Dumbbell Set,Sports,Web,Campaign_A,in_stock,none,0,0,7552.88,50,920,151.06,5.4348
2025-01-16,North,Snack Box,Grocery,Mobile,Campaign_C,in_stock,none,0,0,351.94,17,346,20.7,4.9133
2025-01-16,East,Winter Jacket,Fashion,Retail,Campaign_C,in_stock,none,0,0,5606.72,26,341,215.64,7.6246
2025-01-16,East,Smart Lamp,Home,Web,Campaign_C,low_stock,none,0,0,1538.73,21,429,73.27,4.8951
2025-01-16,East,Skincare Kit,Beauty,Mobile,Campaign_B,in_stock,none,0,0,4145.74,41,417,101.12,9.8321
2025-01-16,East,Laptop,Electronics,Web,Campaign_A,in_stock,medium,0,0,34757.45,33,287,1053.26,11.4983
2025-01-16,North,Yoga Mat,Sports,Retail,Campaign_A,in_stock,none,0,0,2109.01,33,357,63.91,9.2437
2025-01-17,South,Running Shoes,Fashion,Web,Campaign_B,in_stock,medium,0,0,6370.22,56,574,113.75,9.7561
2025-01-17,West,Coffee Pack,Grocery,Web,Campaign_A,in_stock,none,0,0,1517.66,40,464,37.94,8.6207
2025-01-17,South,Snack Box,Grocery,Mobile,Campaign_B,in_stock,none,0,0,700.82,34,517,20.61,6.5764
2025-01-17,North,Tablet,Electronics,Retail,Campaign_B,in_stock,medium,0,0,12873.65,32,480,402.3,6.6667
2025-01-17,West,Running Shoes,Fashion,Web,Campaign_A,in_stock,none,0,0,6492.33,47,830,138.13,5.6627
2025-01-17,North,Office Chair,Furniture,Mobile,Campaign_C,in_stock,none,0,0,10640.64,31,283,343.25,10.9541
2025-01-17,East,Skincare Kit,Beauty,Retail,Campaign_B,in_stock,none,0,0,3039.15,32,344,94.97,9.3023
2025-01-17,East,Running Shoes,Fashion,Mobile,Campaign_C,in_stock,none,0,0,3535.22,28,645,126.26,4.3411
2025-01-17,East,Coffee Pack,Grocery,Web,Campaign_B,in_stock,none,0,0,1536.92,54,694,28.46,7.781
2025-01-17,North,Snack Box,Grocery,Web,Campaign_C,in_stock,medium,0,0,354.81,23,369,15.43,6.2331
2025-01-18,West,T-Shirt,Fashion,Mobile,Campaign_A,in_stock,medium,0,0,704.68,19,314,37.09,6.051
2025-01-18,West,Standing Desk,Furniture,Retail,Campaign_A,in_stock,high,0,0,17361.98,37,472,469.24,7.839
2025-01-18,West,Organic Bundle,Grocery,Mobile,Campaign_A,in_stock,none,0,0,2868.88,38,758,75.5,5.0132
2025-01-18,South,Winter Jacket,Fashion,Mobile,Campaign_C,in_stock,low,0,0,8510.74,45,408,189.13,11.0294
2025-01-18,South,Smart Lamp,Home,Retail,Campaign_A,in_stock,none,0,0,3321.68,35,394,94.91,8.8832
2025-01-18,South,Skincare Kit,Beauty,Mobile,Campaign_A,in_stock,low,0,0,8493.12,79,1556,107.51,5.0771
2025-01-18,South,Office Chair,Furniture,Web,Campaign_A,in_stock,none,0,0,31683.18,79,1487,401.05,5.3127
2025-01-18,West,Yoga Mat,Sports,Web,Campaign_B,in_stock,medium,0,0,1433.56,32,674,44.8,4.7478
2025-01-18,North,Smart Lamp,Home,Web,Campaign_A,in_stock,none,0,0,6729.07,68,549,98.96,12.3862
2025-01-18,North,Skincare Kit,Beauty,Mobile,Campaign_B,in_stock,medium,0,0,2861.15,35,677,81.75,5.1699
2025-01-18,North,Laptop,Electronics,Web,Campaign_B,in_stock,low,0,0,94467.47,91,1693,1038.1,5.3751
2025-01-18,East,Running Shoes,Fashion,Mobile,Campaign_C,low_stock,none,0,0,7165.38,67,1264,106.95,5.3006
2025-01-18,East,Office Chair,Furniture,Web,Campaign_C,in_stock,none,0,0,17768.71,54,839,329.05,6.4362
2025-01-18,East,Dumbbell Set,Sports,Web,Campaign_B,out_of_stock,medium,0,0,2128.04,17,1403,125.18,1.2117
2025-01-18,North,Standing Desk,Furniture,Web,Campaign_A,low_stock,none,0,0,48961.89,68,627,720.03,10.8453
2025-01-19,West,Skincare Kit,Beauty,Web,Campaign_A,in_stock,none,0,0,3721.19,38,517,97.93,7.3501
2025-01-19,West,Running Shoes,Fashion,Mobile,Campaign_B,in_stock,low,0,0,6055.52,51,715,118.74,7.1329
2025-01-19,West,Laptop,Electronics,Web,Campaign_A,in_stock,medium,0,0,46543.84,47,1028,990.29,4.572
2025-01-19,West,Dumbbell Set,Sports,Web,Campaign_B,in_stock,none,0,0,790.91,5,111,158.18,4.5045
